ID,Mobility and transportation,Imagery and GIS,Climate and environment,History and epistemology,Sustainability risk planning,Economic geography,Development territory system of cities,Urban dynamics,Statistics and modeling,Emotional geography
12581,0,0.25,0,0.25,0,0,0,0.25,0,0.25
8692,0,0,0,0,0,0,0,0,1,0
8902,0,0,0,0,0.3333333333,0,0,0.3333333333,0.3333333333,0
8962,0,0,0,0,0,0,0.25,0.25,0.5,0
9052,0,0,0,0,0,0,0,0,1,0
9262,0.3333333333,0.1666666667,0.1666666667,0,0.1666666667,0,0,0,0.1666666667,0
9272,0,1,0,0,0,0,0,0,0,0
22341,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0
22347,0,0,0,0,0.5,0.5,0,0,0,0
11203,0,0,0,0,0.1111111111,0,0,0,0.8888888889,0
11373,1,0,0,0,0,0,0,0,0,0
10182,0,0,0,0.2,0,0,0,0.6,0.2,0
24601,0,0,0,0.2,0,0,0,0.6,0.2,0
11133,0,0,0,0,0.5,0,0,0.1666666667,0.3333333333,0
10993,0.3333333333,0,0,0,0,0,0,0.3333333333,0.3333333333,0
10913,0,0,0.1666666667,0,0.5,0,0.3333333333,0,0,0
10461,0.1666666667,0.6666666667,0,0,0,0,0,0,0.1666666667,0
10451,0.2,0.4,0,0,0.2,0,0.2,0,0,0
11113,0,0,0,0.2857142857,0,0.2857142857,0.1428571429,0,0.2857142857,0
11882,0,0,0,0,0.5,0,0,0.25,0.25,0
12443,0,0,1,0,0,0,0,0,0,0
12283,0.2,0,0,0.2,0,0,0.2,0.4,0,0
12556,0,1,0,0,0,0,0,0,0,0
12803,0,0.6,0,0,0,0,0,0,0.4,0
13033,0,0.25,0,0.75,0,0,0,0,0,0
13863,0,0,0,0,0,0.75,0.25,0,0,0
14173,0,0,0,0.2,0,0,0,0,0.8,0
15463,0,0.125,0,0.875,0,0,0,0,0,0
21253,0,0,0,0.5,0,0,0.25,0.25,0,0
16103,0.3333333333,0,0.1666666667,0,0,0,0,0,0.5,0
16283,0.25,0.5,0,0,0,0,0,0,0.25,0
16732,0,0,0,1,0,0,0,0,0,0
16443,0,0.4,0,0,0,0,0,0.6,0,0
16793,0,0,0,0,0,0,0,0,0,1
16823,0.1,0.6,0,0.2,0,0,0,0,0.1,0
17203,0,0.1428571429,0.1428571429,0,0.5714285714,0,0.1428571429,0,0,0
17332,0.3333333333,0,0,0.1666666667,0,0,0.3333333333,0.1666666667,0,0
17502,0,0.1111111111,0,0.4444444444,0,0,0,0.2222222222,0.2222222222,0
18342,0,0.1428571429,0,0,0,0,0.7142857143,0,0,0.1428571429
18592,0.25,0.25,0,0,0,0.25,0,0.25,0,0
18862,0.2,0,0.4,0.2,0,0.2,0,0,0,0
18852,0,0.1428571429,0,0,0.8571428571,0,0,0,0,0
19323,0,0.1428571429,0.1428571429,0,0.5714285714,0,0.1428571429,0,0,0
19063,0,0,0,0.5,0,0,0.5,0,0,0
19123,0,1,0,0,0,0,0,0,0,0
19683,0,0.2,0,0,0,0.1,0,0.6,0.1,0
19853,0,0,0.3333333333,0.6666666667,0,0,0,0,0,0
20763,0,0.3333333333,0,0,0.3333333333,0,0,0.3333333333,0,0
20343,0,0.1666666667,0,0,0.1666666667,0,0,0,0.6666666667,0
20883,0,0,0,0.25,0,0,0.5,0,0.25,0
21123,0,0.8,0,0,0,0,0,0,0.2,0
21333,0.1428571429,0.1428571429,0,0,0.4285714286,0,0.1428571429,0,0.1428571429,0
21743,0.8,0,0,0,0,0.2,0,0,0,0
21987,0,0,0,0.4,0.6,0,0,0,0,0
21995,0,1,0,0,0,0,0,0,0,0
22013,0,0,0.6666666667,0,0,0,0,0,0.3333333333,0
22022,0,0.1428571429,0,0,0.5714285714,0,0.1428571429,0.1428571429,0,0
22043,0,0.1111111111,0,0.7777777778,0,0,0.1111111111,0,0,0
22057,0,0,1,0,0,0,0,0,0,0
22090,0.4,0.2,0,0,0,0,0.2,0.2,0,0
22065,0,0,0.3333333333,0.1111111111,0.4444444444,0,0.1111111111,0,0,0
22101,0.5714285714,0,0,0,0.4285714286,0,0,0,0,0
22123,0,0,0,0,0.2,0,0.2,0.4,0.2,0
22151,0,0,0,0.1666666667,0.3333333333,0,0.1666666667,0.3333333333,0,0
22165,0,0,0,0,0,0,0.6666666667,0,0,0.3333333333
22420,0,0.75,0,0,0,0,0.25,0,0,0
22275,0,0,0,1,0,0,0,0,0,0
22192,0,0,0,0,0,0.5,0,0.25,0.25,0
22221,0.2,0,0,0,0.2,0,0,0,0.6,0
22200,0,0,0,0.25,0,0,0,0.25,0.5,0
22214,0,0,0,1,0,0,0,0,0,0
22229,0,0,0,0.25,0,0,0,0.25,0.5,0
22232,0,0,0,0.1111111111,0.2222222222,0,0.5555555556,0.1111111111,0,0
22260,0,0.1428571429,0,0,0,0,0.5714285714,0.1428571429,0.1428571429,0
22270,0,0,0.3333333333,0,0,0,0,0.6666666667,0,0
22397,0,0,0,0.3333333333,0,0,0,0,0.6666666667,0
22354,0,0,0,0.2,0.6,0,0.2,0,0,0
22366,0,0.75,0,0,0,0,0.125,0,0.125,0
22388,0,0,0,0,0.25,0,0.5,0,0.25,0
22466,0,0,0,0.8,0,0,0,0,0,0.2
22474,0,0,0,0.2,0,0.2,0.4,0,0.2,0
22529,0,0,0,1,0,0,0,0,0,0
22492,0,0,0,1,0,0,0,0,0,0
22506,0,0,0,1,0,0,0,0,0,0
22544,0,0,0,1,0,0,0,0,0,0
22563,0,0.3333333333,0,0.3333333333,0,0,0,0,0,0.3333333333
22573,0,0,0.5,0,0,0,0,0.5,0,0
22644,0,0.25,0,0,0,0,0,0.5,0.25,0
22583,0,0,0,0.16,0.6,0,0,0.24,0,0
22651,0.1428571429,0.2857142857,0,0.1428571429,0.2857142857,0,0,0,0.1428571429,0
22707,0,0.75,0,0,0,0,0.25,0,0,0
22685,0,0,0,0.2,0,0,0.6,0.2,0,0
22695,0,0,0,0,0,0,1,0,0,0
22725,0,0.5,0.25,0,0,0,0.25,0,0,0
22716,0,0.2222222222,0,0.4444444444,0,0,0.2222222222,0,0,0.1111111111
22747,0,0.3333333333,0,0,0,0,0,0,0,0.6666666667
22763,0,0.4,0,0,0,0,0,0,0.6,0
22775,0,0,0,0,0,0,0.2,0.2,0.4,0.2
22806,0,0,0,1,0,0,0,0,0,0
22832,0,0.25,0,0.5,0.25,0,0,0,0,0
22818,0,0.5714285714,0.2857142857,0,0.1428571429,0,0,0,0,0
22849,0.3333333333,0.6666666667,0,0,0,0,0,0,0,0
22862,0,0,0,1,0,0,0,0,0,0
22869,0,0.6,0,0,0.2,0,0,0.2,0,0
22881,0,0,0,0.8333333333,0,0,0.1666666667,0,0,0
22964,0,0.3333333333,0,0,0.6666666667,0,0,0,0,0
22902,0,0,0,0,0.25,0,0,0,0.25,0.5
22957,0,0,0,0,0.25,0,0.5,0.25,0,0
22976,0.25,0,0,0,0,0,0,0.25,0.5,0
22981,0,0,0,1,0,0,0,0,0,0
22999,0,0.5,0,0,0,0,0.1666666667,0,0.3333333333,0
23009,0,0,0,0.4,0,0,0.4,0,0.2,0
23144,0,0,0,0.1666666667,0,0.1666666667,0.1666666667,0.3333333333,0.1666666667,0
23017,0,0,0.375,0.125,0.375,0,0,0,0.125,0
23052,0,0.3333333333,0,0.1666666667,0.3333333333,0,0.1666666667,0,0,0
23068,0,0,0,0,0,0,0.75,0.25,0,0
23076,0,0.5,0,0.1666666667,0.1666666667,0,0,0,0.1666666667,0
23091,0,0,0,0.4,0,0,0,0.4,0,0.2
23131,0.4,0,0,0,0.2,0,0,0,0.4,0
23152,0,0.2857142857,0.2857142857,0.1428571429,0.1428571429,0.1428571429,0,0,0,0
23155,0,0.5,0.25,0.25,0,0,0,0,0,0
26899,0,0,0,0,0,0,0,0.5,0.5,0
23225,0,0,0.25,0.25,0.25,0,0.25,0,0,0
23175,0,0.1111111111,0,0.2222222222,0,0,0,0.2222222222,0.3333333333,0.1111111111
23187,0,0,0,0,0.75,0,0,0.125,0.125,0
23183,0,0,0.3333333333,0,0,0,0.1666666667,0,0.5,0
23202,0,0,0,0.3333333333,0.6666666667,0,0,0,0,0
23231,0,0.2857142857,0,0,0,0,0.1428571429,0.4285714286,0.1428571429,0
23305,0,0,0,0.5,0.5,0,0,0,0,0
23253,0,0,0,0,0.75,0,0.125,0,0.125,0
23273,0,0.1428571429,0,0.1428571429,0,0,0.4285714286,0,0.2857142857,0
23319,0.25,0.25,0,0,0,0,0.25,0.25,0,0
23324,0,0,0,0.1428571429,0,0,0.8571428571,0,0,0
23337,0,0,0,0.5,0,0.5,0,0,0,0
23369,0,0,0,0.4,0,0,0.2,0.2,0.2,0
23381,0.2,0,0,0,0,0,0,0.4,0.2,0.2
23388,0,0,1,0,0,0,0,0,0,0
23405,0.25,0,0,0,0,0,0.75,0,0,0
23433,0,0.1,0,0.5,0.1,0,0,0,0.3,0
23451,0.5,0,0,0.25,0,0,0,0,0.25,0
23461,0,0.6666666667,0,0.3333333333,0,0,0,0,0,0
23467,0,0,0,0.8,0,0,0.2,0,0,0
23494,0,0.5,0,0,0.5,0,0,0,0,0
23502,0,0.25,0,0,0,0,0.5,0,0.25,0
23520,0,0,0,0.2857142857,0.4285714286,0,0.2857142857,0,0,0
23513,0.2,0,0,0,0.2,0,0.4,0,0.2,0
23530,0,0,0,0.2857142857,0.4285714286,0,0.2857142857,0,0,0
23531,0.25,0,0.25,0,0.25,0,0,0.25,0,0
23537,0,0,0.3333333333,0,0,0,0,0.6666666667,0,0
23555,0,0,0.25,0,0.75,0,0,0,0,0
23564,0,0,0,0,0,0,0,1,0,0
24646,0,0,0,0.6,0,0,0,0,0,0.4
24658,0,0,0,0,1,0,0,0,0,0
23603,0,0,0.5,0,0,0,0.3333333333,0,0.1666666667,0
23634,0.4,0,0,0,0.2,0,0,0.4,0,0
23637,0,0.4,0.2,0.4,0,0,0,0,0,0
23646,0.2,0.2,0,0,0,0,0,0,0.6,0
23659,0.2,0.2,0,0,0,0,0,0,0.6,0
23660,0.2,0.2,0,0,0,0,0,0,0.6,0
23661,0.2857142857,0.7142857143,0,0,0,0,0,0,0,0
23669,0,0,0,0.6,0,0,0,0,0.4,0
23707,0.25,0,0,0,0,0,0.75,0,0,0
23782,0,0,0,0,0,0,0.2857142857,0,0.7142857143,0
24607,0,0,0.125,0.125,0.75,0,0,0,0,0
23763,0,0,0.3333333333,0,0.6666666667,0,0,0,0,0
23737,0.25,0,0,0,0.25,0,0,0.5,0,0
23745,0,0.3333333333,0,0,0,0,0,0.5,0.1666666667,0
23751,0.6666666667,0,0.3333333333,0,0,0,0,0,0,0
23808,0,0,0,0.25,0,0,0.25,0,0.5,0
23818,0,0.3333333333,0,0,0,0,0.6666666667,0,0,0
26511,0,0,0,0,0.5555555556,0.1111111111,0.2222222222,0.1111111111,0,0
23825,0.3333333333,0,0,0,0.3333333333,0,0.3333333333,0,0,0
23832,0,0,0,0,0,0,0.1666666667,0.5,0.1666666667,0.1666666667
23840,0.1666666667,0,0,0.1666666667,0,0,0,0.1666666667,0.5,0
24168,0,0.1666666667,0,0.5,0,0,0,0,0,0.3333333333
24179,0,0,0,0,0.6666666667,0,0,0.3333333333,0,0
24187,0,0,0,0.3333333333,0.3333333333,0,0,0,0.3333333333,0
24195,0,0,0,0.3333333333,0.3333333333,0,0,0,0.3333333333,0
24196,0,0,0,0.3333333333,0.3333333333,0,0,0,0.3333333333,0
24197,0,0,0,0,0,0,0.6666666667,0.3333333333,0,0
24203,0,0,0,0.8333333333,0,0,0,0,0.1666666667,0
24720,0.2,0.2,0,0,0,0,0,0,0.6,0
24701,0,0,0.3333333333,0,0,0,0.3333333333,0.3333333333,0,0
24710,0,0.8,0,0,0.2,0,0,0,0,0
24727,0,0,0,1,0,0,0,0,0,0
24751,0,0,0,0,0.8333333333,0,0,0.1666666667,0,0
24792,0.5,0.25,0,0,0,0,0.25,0,0,0
24796,0,0,0,0.5,0.25,0,0,0,0.25,0
24765,0,0,0,0,0,0.3333333333,0.6666666667,0,0,0
24798,0,0,0,0,0,0.5,0.25,0.25,0,0
24827,0,0.1428571429,0.5714285714,0,0.1428571429,0,0,0,0.1428571429,0
24810,0,0,0,0.3333333333,0,0,0.6666666667,0,0,0
24841,0,0.2,0,0,0.4,0,0,0,0.4,0
24851,0,0,0,0.2,0.2,0,0,0,0.4,0.2
24862,0,0,0,0.2,0.6,0,0,0.2,0,0
24872,0.1428571429,0,0,0,0,0,0,0.1428571429,0.7142857143,0
24881,0,0.5555555556,0.1111111111,0,0.3333333333,0,0,0,0,0
24935,0,0.1818181818,0,0.4545454545,0.2727272727,0,0,0,0.0909090909,0
24958,0,0,0,0.75,0,0,0,0,0.25,0
24966,0.4,0,0,0,0.2,0,0,0.4,0,0
25009,0.25,0.25,0,0,0,0,0.25,0.25,0,0
25077,0,0,0,0,1,0,0,0,0,0
25044,0,0.5,0,0.1666666667,0,0,0,0.3333333333,0,0
25032,0,0,0.6666666667,0,0,0,0,0,0.3333333333,0
25086,0,0.1666666667,0,0,0.8333333333,0,0,0,0,0
25107,0,0.25,0,0,0,0.25,0,0.25,0.25,0
25110,0,0,0,0.2,0,0,0.4,0.2,0.2,0
25131,0,0,0,0.75,0,0,0.25,0,0,0
25141,0.5,0,0,0.25,0,0,0.25,0,0,0
25157,0.2,0,0,0,0,0,0,0.2,0.6,0
25187,0,0.1666666667,0,0,0,0,0.3333333333,0.1666666667,0.3333333333,0
25209,0,0,0,0,0,0,0.75,0.25,0,0
25226,0,0.6666666667,0,0,0.3333333333,0,0,0,0,0
25233,0,0,0,0.5,0,0,0,0,0.5,0
25264,0,1,0,0,0,0,0,0,0,0
25271,0,0.625,0,0.25,0,0,0,0,0.125,0
25285,0,0,0,0,0.2,0,0,0.2,0.6,0
25299,0,0,0.2857142857,0,0.5714285714,0,0,0,0.1428571429,0
25310,0,0,0,0.1428571429,0.8571428571,0,0,0,0,0
25332,0.25,0,0,0.25,0,0,0,0,0.5,0
25351,0,0,0,0,0,0,0,0.5,0.5,0
25353,0,0,0,0,0,0,0,0.5,0.5,0
25354,0,1,0,0,0,0,0,0,0,0
25357,0,0,0,0.6,0,0,0,0.2,0,0.2
25363,0,0,0,0,0,0,0.3333333333,0,0,0.6666666667
25372,0,0,0,0.6,0,0,0,0,0,0.4
25418,0,0,0,0.4,0,0,0,0.4,0.2,0
25423,0.2,0,0,0,0,0,0,0,0.8,0
25448,0,0.5,0,0,0.5,0,0,0,0,0
25385,0,0,0,0.1428571429,0.1428571429,0,0.7142857143,0,0,0
25408,0,0.2,0,0.6,0.2,0,0,0,0,0
25451,0,0.5,0.1666666667,0,0,0,0,0,0.3333333333,0
25478,0,0.6,0,0.4,0,0,0,0,0,0
25490,0,0.1666666667,0,0,0,0.5,0.3333333333,0,0,0
25538,0,0,0,0.25,0.5,0,0.25,0,0,0
25514,0.2857142857,0.5714285714,0,0,0,0,0,0,0.1428571429,0
25554,0,0,0,0.2,0.4,0,0,0,0.4,0
26376,0,0.2,0,0.2,0.2,0,0.4,0,0,0
25561,0,0,0,0.25,0,0,0,0.125,0.625,0
25571,0.2,0,0,0,0,0,0,0.2,0.6,0
25581,0,0,0,0.3333333333,0.3333333333,0,0,0.3333333333,0,0
25588,0,0.7142857143,0,0,0,0,0.1428571429,0,0.1428571429,0
25600,0,0.1666666667,0,0,0.8333333333,0,0,0,0,0
25615,0,0.75,0,0.25,0,0,0,0,0,0
25660,0,0,0,0.2,0,0,0.6,0,0.2,0
25671,0,0.3333333333,0.3333333333,0,0,0,0,0,0.3333333333,0
25684,0,0,0,0.6666666667,0,0,0,0,0.3333333333,0
25703,0,0,0,0.5,0,0,0.25,0,0.25,0
25732,0,0.3333333333,0.3333333333,0,0,0.3333333333,0,0,0,0
25750,0.5,0,0,0,0.25,0,0,0,0.25,0
25760,0,0,0,0.25,0,0,0,0,0.75,0
25773,0.3076923077,0.1538461538,0.3076923077,0,0.0769230769,0,0.1538461538,0,0,0
25805,0,0,0,0,0.25,0,0,0.5,0.25,0
25817,0,0,0,0,0.25,0,0.25,0.25,0.25,0
25843,0,0.2222222222,0,0.1111111111,0,0,0.6666666667,0,0,0
25907,0,0,0,0,0,0,0,0.6666666667,0.3333333333,0
25860,0,0.1666666667,0,0,0,0,0.1666666667,0.3333333333,0.3333333333,0
25870,0,0,0,0.5,0,0,0,0.5,0,0
25881,0,0,0,0,0,0,1,0,0,0
25892,0.2,0,0,0.2,0,0,0,0.4,0.2,0
25900,0,0,0,0,0.3333333333,0,0,0.3333333333,0.3333333333,0
25910,0,0.5,0,0.1666666667,0.1666666667,0,0,0,0,0.1666666667
25954,0.0909090909,0.1818181818,0,0.2727272727,0,0,0.0909090909,0,0.3636363636,0
25919,0,0.5,0,0.375,0,0,0,0.125,0,0
25934,0,0.2,0,0.6,0,0,0.2,0,0,0
25977,0,0,0.2857142857,0,0.1428571429,0,0.1428571429,0.4285714286,0,0
26002,0,0,0,0,0,0.3333333333,0,0,0.6666666667,0
26007,0,0,0,0,0.75,0,0.25,0,0,0
26026,0,0,0,0,0.5,0,0.25,0,0.25,0
26032,0,1,0,0,0,0,0,0,0,0
26042,0,0.1666666667,0,0,0,0,0.1666666667,0,0.6666666667,0
26058,0,0.6,0.2,0,0.2,0,0,0,0,0
26071,0,0,0,0.8,0,0,0,0,0.2,0
26080,0.6,0,0,0,0,0.2,0,0,0.2,0
26092,0,0.3333333333,0.3333333333,0.3333333333,0,0,0,0,0,0
26100,0.125,0,0,0.75,0,0,0,0,0.125,0
26112,0,0.3333333333,0,0,0.6666666667,0,0,0,0,0
26118,0.2,0.2,0,0,0.4,0,0,0.2,0,0
26127,0,0,0,1,0,0,0,0,0,0
26136,0,0,0,0,0,0,0,0.75,0.25,0
26146,0.3333333333,0,0,0,0,0,0,0.6666666667,0,0
26157,0,0,0.75,0,0,0,0,0,0.25,0
26165,0,0,0,0,0,0.3333333333,0,0.6666666667,0,0
26174,0,0,0,0.3333333333,0.1666666667,0,0.3333333333,0.1666666667,0,0
26194,0,0,0,0.2,0,0,0,0,0.6,0.2
26207,0,0.2222222222,0,0.1111111111,0,0,0.6666666667,0,0,0
26224,0,0.5,0,0.125,0.125,0,0,0.25,0,0
26246,0,0,0,0,0.6,0,0.2,0,0,0.2
26250,0,0.75,0,0,0,0,0,0.25,0,0
26263,0,0.75,0,0,0,0,0,0,0.25,0
26277,0,0,0,0.4,0,0,0,0,0,0.6
26283,0,0,0,0,0.2,0,0.2,0.2,0.4,0
26296,0,0.3333333333,0,0,0.1666666667,0,0.1666666667,0,0.3333333333,0
26310,0.2,0,0.2,0,0,0,0.2,0,0.4,0
26324,0,0,0,0.8,0,0,0,0,0.2,0
26325,0.2,0,0,0.2,0,0.2,0.4,0,0,0
26336,0,0,0.1666666667,0.1666666667,0,0,0.3333333333,0.1666666667,0.1666666667,0
26362,0,0,0,0,1,0,0,0,0,0
26431,0.2,0,0,0,0,0,0,0.2,0.6,0
26423,0,0.2857142857,0,0,0,0,0.1428571429,0.5714285714,0,0
26427,0,0,0,0,0.8333333333,0.1666666667,0,0,0,0
26387,0,0.5,0,0,0.25,0,0,0,0,0.25
26401,0,0.5,0,0,0,0,0,0.25,0.25,0
26410,0.2,0.2,0,0,0,0,0,0.2,0.4,0
26416,0,1,0,0,0,0,0,0,0,0
26440,0.25,0,0,0,0,0,0,0.25,0.5,0
26457,0,0,0,0,0,0,0,0,0,0
26483,0,0.3333333333,0,0,0.1666666667,0,0.1666666667,0,0.3333333333,0
26490,0.3333333333,0.3333333333,0,0,0,0,0.3333333333,0,0,0
26522,0.2,0,0,0,0.2,0.2,0,0,0.4,0
26530,0,1,0,0,0,0,0,0,0,0
26542,0,0,0,0.6666666667,0,0,0.3333333333,0,0,0
26555,0,0,0.3333333333,0,0,0,0.3333333333,0.3333333333,0,0
26562,0,0,0,0.2,0.4,0,0,0,0,0.4
26567,0.5,0,0.3333333333,0,0,0,0.1666666667,0,0,0
26579,0,0.4,0,0,0,0,0,0.2,0.4,0
26587,0,0.4,0,0,0.6,0,0,0,0,0
26597,0,0.1666666667,0,0,0.3333333333,0,0,0.3333333333,0,0.1666666667
26610,0,0.2,0,0,0,0,0,0,0.8,0
26621,0,0.2,0,0.6,0,0,0.2,0,0,0
26636,0,0,0.1666666667,0,0.3333333333,0.1666666667,0.1666666667,0,0.1666666667,0
26645,0,0,0,1,0,0,0,0,0,0
26665,0.75,0.25,0,0,0,0,0,0,0,0
26675,0.2,0,0,0,0,0,0.2,0.6,0,0
26691,0,0,0,0,0,0,0.5,0.5,0,0
26697,0.1666666667,0,0,0,0.3333333333,0,0.5,0,0,0
26711,0.3333333333,0.1666666667,0,0,0,0,0,0.1666666667,0.3333333333,0
26730,0,0,0,0.4,0,0,0.2,0.4,0,0
26753,0,0.1666666667,0,0,0,0,0,0.8333333333,0,0
26756,0,0,0,0,0,0.3333333333,0,0,0.6666666667,0
26763,0,0.1666666667,0,0,0.3333333333,0,0.1666666667,0.1666666667,0.1666666667,0
26767,0.2,0.2,0,0,0.2,0,0.2,0,0.2,0
26774,0,0.4,0.2,0.2,0.2,0,0,0,0,0
26795,0,0,0,1,0,0,0,0,0,0
26829,0.1666666667,0,0,0,0,0,0,0,0.8333333333,0
26842,0.25,0,0,0.25,0.5,0,0,0,0,0
26906,0,0,0,0,0.8,0,0.2,0,0,0
26921,0,0.2,0,0,0,0,0,0.2,0.6,0
26945,0,0,0,0,0,0,1,0,0,0
26949,0,0,0,0.2,0,0,0,0,0.8,0
26961,0,0.3333333333,0,0,0.1666666667,0,0.3333333333,0,0.1666666667,0
26969,0,0.25,0.25,0,0.25,0,0,0,0.25,0
26977,0,0,0,0.6666666667,0,0,0,0,0.3333333333,0
26982,0,0,0,1,0,0,0,0,0,0
26991,0.6,0,0,0.2,0,0,0,0,0.2,0
27019,0,0.4,0,0,0,0,0,0,0.6,0
27035,0,0,0,0,0,0,0.1666666667,0.1666666667,0.6666666667,0
